SupplierID,AssemblyID,WharehouseID,StoreID,ProductID,OrderNumber,CustomerOrderDate,CustomerDeliveryDate,FullfillmentTime,DaysFromSupplierToAssembly,             DaysFromAssemblyToWharehouse, DaysFromWharehouseToStore
2,1,1,1,2,10000505,9/16/2016,10/19/2016,33,9,21,3
3,1,1,1,1,10000506,4/29/2016,11/25/2016,210,65,142,3
2,1,1,1,3,10000507,9/25/2016,12/16/2016,82,11,68,3
1,1,1,1,3,10000508,6/30/2016,7/23/2016,23,19,2,2
2,2,1,1,1,10000509,12/14/2016,12/22/2016,8,1,4,3
3,1,1,1,2,10000510,5/11/2016,11/3/2016,176,23,150,3
2,2,1,1,1,10000511,5/20/2016,6/24/2016,35,17,15,3
1,1,1,1,1,10000512,8/27/2016,11/6/2016,71,67,2,2
2,1,1,1,2,10000513,7/16/2016,7/22/2016,6,2,1,3
2,1,1,1,1,10000514,6/16/2016,11/12/2016,149,105,41,3
2,1,1,1,2,10000515,3/23/2016,6/24/2016,93,17,73,3
3,1,1,1,3,10000516,8/7/2016,8/8/2016,1,0,0,1
2,1,1,1,3,10000517,4/29/2016,7/17/2016,79,41,35,3
2,1,1,1,2,10000518,4/26/2016,8/5/2016,101,10,88,3
2,1,1,1,1,10000519,8/11/2016,12/20/2016,131,126,2,3
1,1,1,1,3,10000520,5/9/2016,7/26/2016,78,74,2,2
1,2,1,1,3,10000521,4/11/2016,9/28/2016,170,166,2,2
1,1,1,1,3,10000522,4/1/2016,11/30/2016,243,239,2,2
3,1,1,1,3,10000523,12/24/2016,12/26/2016,2,0,0,2
3,1,1,1,1,10000524,1/2/2016,9/30/2016,272,165,104,3
1,1,1,1,3,10000525,2/26/2016,7/14/2016,139,135,2,2
2,2,1,1,1,10000526,10/6/2016,12/8/2016,63,50,10,3
3,1,1,1,1,10000527,12/14/2016,12/31/2016,17,8,6,3
3,1,1,1,3,10000528,1/19/2016,11/24/2016,310,166,141,3
2,1,1,1,3,10000529,10/9/2016,11/17/2016,39,36,0,3
1,2,1,1,1,10000530,1/15/2016,12/11/2016,331,327,2,2
3,2,1,1,2,10000531,6/3/2016,10/26/2016,145,21,121,3
3,1,1,1,1,10000532,5/4/2016,9/23/2016,142,9,130,3
3,2,1,1,1,10000533,7/23/2016,11/18/2016,118,97,18,3
3,2,1,1,2,10000534,2/14/2016,7/7/2016,144,28,113,3
1,2,1,1,3,10000535,1/17/2016,12/28/2016,346,342,2,2
1,2,1,1,3,10000536,9/19/2016,10/12/2016,23,19,2,2
1,1,1,1,3,10000537,2/1/2016,9/4/2016,216,212,2,2
1,1,1,1,2,10000538,6/27/2016,7/4/2016,7,3,2,2
2,2,1,1,3,10000539,2/6/2016,8/2/2016,178,40,135,3
1,1,1,1,1,10000540,10/24/2016,11/23/2016,30,26,2,2
3,1,1,1,1,10000541,8/5/2016,12/12/2016,129,93,33,3
3,2,1,1,3,10000542,3/23/2016,7/21/2016,120,24,93,3
2,1,1,1,2,10000543,7/8/2016,9/19/2016,73,66,4,3
2,2,1,1,2,10000544,6/28/2016,10/6/2016,100,50,47,3
3,1,1,1,2,10000545,6/21/2016,7/2/2016,11,1,7,3
2,1,1,1,3,10000546,5/6/2016,6/8/2016,33,11,19,3
3,2,1,1,2,10000547,8/8/2016,12/6/2016,120,7,110,3
2,1,1,1,2,10000548,6/17/2016,7/3/2016,16,6,7,3
1,2,1,1,1,10000549,2/28/2016,5/7/2016,69,65,2,2
3,1,1,1,2,10000550,1/31/2016,4/15/2016,75,20,52,3
1,1,1,1,3,10000551,12/1/2016,12/3/2016,2,0,0,2
1,1,1,1,1,10000552,5/14/2016,8/13/2016,91,87,2,2
3,2,1,1,3,10000553,3/8/2016,12/31/2016,298,228,67,3
1,2,1,1,3,10000554,9/4/2016,12/10/2016,97,93,2,2
3,1,1,1,2,10000555,11/29/2016,12/12/2016,13,9,1,3
3,1,1,1,2,10000556,2/14/2016,10/6/2016,235,223,9,3
3,2,1,1,1,10000557,5/20/2016,11/2/2016,166,66,97,3
2,1,1,1,2,10000558,4/3/2016,8/13/2016,132,11,118,3
3,1,1,1,3,10000559,9/18/2016,12/14/2016,87,12,72,3
1,2,1,1,2,10000560,2/3/2016,4/5/2016,62,58,2,2
1,1,1,1,2,10000561,7/19/2016,9/21/2016,64,60,2,2
1,1,1,1,3,10000562,6/10/2016,8/24/2016,75,71,2,2
3,1,1,1,2,10000563,12/15/2016,12/18/2016,3,0,0,3
2,2,1,1,1,10000564,7/29/2016,7/30/2016,1,0,0,1
3,1,1,1,2,10000565,12/5/2016,12/31/2016,26,12,11,3
2,1,1,1,3,10000566,4/22/2016,7/27/2016,96,81,12,3
1,2,1,1,2,10000567,4/19/2016,10/24/2016,188,184,2,2
2,2,1,1,3,10000568,7/30/2016,9/16/2016,48,44,1,3
3,1,1,1,1,10000569,2/22/2016,2/27/2016,5,0,2,3
3,2,1,1,2,10000570,10/17/2016,10/27/2016,10,7,0,3
2,1,1,1,1,10000571,1/23/2016,5/9/2016,107,29,75,3
1,1,1,1,3,10000572,3/27/2016,10/22/2016,209,205,2,2
1,1,1,1,2,10000573,12/19/2016,12/21/2016,2,0,0,2
3,2,1,1,2,10000574,5/22/2016,7/6/2016,45,14,28,3
3,2,1,1,1,10000575,7/5/2016,10/3/2016,90,23,64,3
1,1,1,1,3,10000576,12/26/2016,12/29/2016,3,0,0,3
1,1,1,1,2,10000577,8/8/2016,12/3/2016,117,113,2,2
3,1,1,1,1,10000578,6/25/2016,10/27/2016,124,118,3,3
2,2,1,1,3,10000579,5/24/2016,12/14/2016,204,103,98,3
3,1,1,1,1,10000580,12/4/2016,12/7/2016,3,0,0,3
1,1,1,1,3,10000581,1/9/2016,5/27/2016,139,135,2,2
3,2,1,1,1,10000582,1/16/2016,3/28/2016,72,20,49,3
3,1,1,1,2,10000583,3/10/2016,7/7/2016,119,70,46,3
1,2,1,1,3,10000584,10/3/2016,12/19/2016,77,73,2,2
2,1,1,1,3,10000585,3/6/2016,4/18/2016,43,33,7,3
3,2,1,1,1,10000586,11/13/2016,12/16/2016,33,16,14,3
1,1,1,1,2,10000587,12/10/2016,12/26/2016,16,12,2,2
1,2,1,1,3,10000588,7/16/2016,11/7/2016,114,110,2,2
1,2,1,1,3,10000589,10/12/2016,12/28/2016,77,73,2,2
1,2,1,1,1,10000590,4/24/2016,10/13/2016,172,168,2,2
2,2,1,1,1,10000591,4/11/2016,5/30/2016,49,36,10,3
2,1,1,1,2,10000592,9/2/2016,10/1/2016,29,12,14,3
3,2,1,1,3,10000593,12/4/2016,12/5/2016,1,0,0,1
1,2,1,1,2,10000594,11/25/2016,12/9/2016,14,10,2,2
1,2,1,1,1,10000595,11/8/2016,11/18/2016,10,6,2,2
2,1,1,1,3,10000596,12/7/2016,12/28/2016,21,13,5,3
2,2,1,1,2,10000597,9/14/2016,11/1/2016,48,13,32,3
1,2,1,1,1,10000598,12/20/2016,12/28/2016,8,4,2,2
3,1,1,1,1,10000599,8/8/2016,12/16/2016,130,74,53,3
2,1,1,1,1,10000600,10/17/2016,10/27/2016,10,6,1,3
2,2,1,1,2,10000601,1/19/2016,12/31/2016,347,166,178,3
3,1,1,1,3,10000602,9/26/2016,12/19/2016,84,19,62,3
2,2,1,1,2,10000603,5/30/2016,10/15/2016,138,28,107,3
1,1,1,1,2,10000604,5/27/2016,6/21/2016,25,21,2,2
3,1,1,1,1,10000605,4/13/2016,10/16/2016,186,112,71,3
2,1,1,1,2,10000606,12/5/2016,12/30/2016,25,0,22,3
3,2,1,1,1,10000607,4/17/2016,12/18/2016,245,166,76,3
2,1,1,1,1,10000608,6/17/2016,9/14/2016,89,15,71,3
3,1,1,1,3,10000609,6/21/2016,8/16/2016,56,51,2,3
2,2,1,1,1,10000610,7/23/2016,8/16/2016,24,4,17,3
1,2,1,1,1,10000611,9/11/2016,10/8/2016,27,23,2,2
1,2,1,1,2,10000612,7/18/2016,11/17/2016,122,118,2,2
3,1,1,1,2,10000613,5/13/2016,8/15/2016,94,12,79,3
3,1,1,1,2,10000614,1/29/2016,3/6/2016,37,23,11,3
1,2,1,1,2,10000615,5/7/2016,9/1/2016,117,113,2,2
3,2,1,1,1,10000616,10/28/2016,12/15/2016,48,5,40,3
3,1,1,1,1,10000617,11/2/2016,12/7/2016,35,23,9,3
2,2,1,1,3,10000618,11/18/2016,12/31/2016,43,5,35,3
1,1,1,1,3,10000619,8/23/2016,10/5/2016,43,39,2,2
1,1,1,1,1,10000620,9/7/2016,12/15/2016,99,95,2,2
1,1,1,1,2,10000621,7/2/2016,7/9/2016,7,3,2,2
3,1,1,1,1,10000622,6/6/2016,8/19/2016,74,13,58,3
1,1,1,1,1,10000623,7/22/2016,8/7/2016,16,12,2,2
2,2,1,1,1,10000624,9/11/2016,12/3/2016,83,48,32,3
3,1,1,1,3,10000625,7/11/2016,7/29/2016,18,15,0,3
3,2,1,1,2,10000626,9/21/2016,11/22/2016,62,19,40,3
1,2,1,1,3,10000627,4/15/2016,10/30/2016,198,194,2,2
2,2,1,1,1,10000628,2/27/2016,4/10/2016,43,23,17,3
1,2,1,1,1,10000629,6/7/2016,11/3/2016,149,145,2,2
2,1,1,1,2,10000630,9/10/2016,12/22/2016,103,64,36,3
1,2,1,1,3,10000631,4/29/2016,10/28/2016,182,178,2,2
3,1,1,1,2,10000632,11/27/2016,12/31/2016,34,9,22,3
1,1,1,1,3,10000633,10/7/2016,10/11/2016,4,0,2,2
2,2,1,1,1,10000634,6/19/2016,7/27/2016,38,11,24,3
3,2,1,1,1,10000635,11/18/2016,12/10/2016,22,4,15,3
1,1,1,1,2,10000636,5/13/2016,9/21/2016,131,127,2,2
2,1,1,1,2,10000637,3/16/2016,7/16/2016,122,56,63,3
1,2,1,1,1,10000638,7/14/2016,11/26/2016,135,131,2,2
1,2,1,1,1,10000639,4/10/2016,5/17/2016,37,33,2,2
3,1,1,1,1,10000640,6/9/2016,12/25/2016,199,7,189,3
1,1,1,1,1,10000641,6/18/2016,12/6/2016,171,167,2,2
2,1,1,1,3,10000642,6/7/2016,6/14/2016,7,3,1,3
3,1,1,1,3,10000643,11/5/2016,12/20/2016,45,21,21,3
1,2,1,1,1,10000644,6/10/2016,8/10/2016,61,57,2,2
2,2,1,1,2,10000645,6/15/2016,10/4/2016,111,44,64,3
3,1,1,1,2,10000646,9/26/2016,10/25/2016,29,10,16,3
1,2,1,1,3,10000647,4/11/2016,12/22/2016,255,251,2,2
2,2,1,1,2,10000648,12/26/2016,12/30/2016,4,1,0,3
1,1,1,1,3,10000649,7/8/2016,9/2/2016,56,52,2,2
3,2,1,1,3,10000650,9/22/2016,12/29/2016,98,71,24,3
3,1,1,1,3,10000651,3/17/2016,3/22/2016,5,2,0,3
1,1,1,1,1,10000652,7/26/2016,11/3/2016,100,96,2,2
3,1,1,1,3,10000653,2/10/2016,6/12/2016,123,37,83,3
2,1,1,1,2,10000654,7/18/2016,11/18/2016,123,117,3,3
2,1,1,1,3,10000655,3/18/2016,12/25/2016,282,262,17,3
2,1,1,1,3,10000656,6/14/2016,11/25/2016,164,127,34,3
2,2,1,1,3,10000657,6/5/2016,12/16/2016,194,79,112,3
1,2,1,1,3,10000658,10/1/2016,10/21/2016,20,16,2,2
3,2,1,1,3,10000659,12/27/2016,12/31/2016,4,1,0,3
2,1,1,1,1,10000660,9/8/2016,9/22/2016,14,7,4,3
3,1,1,1,3,10000661,3/3/2016,6/8/2016,97,47,47,3
2,2,1,1,2,10000662,1/30/2016,11/26/2016,301,298,0,3
1,2,1,1,3,10000663,3/11/2016,9/13/2016,186,182,2,2
3,2,1,1,1,10000664,4/8/2016,10/21/2016,196,177,16,3
3,2,1,1,2,10000665,9/2/2016,10/2/2016,30,19,8,3
2,2,1,1,1,10000666,7/5/2016,7/30/2016,25,12,10,3
1,2,1,1,3,10000667,7/2/2016,8/18/2016,47,43,2,2
1,1,1,1,1,10000668,7/29/2016,11/3/2016,97,93,2,2
2,2,1,1,3,10000669,5/17/2016,8/4/2016,79,5,71,3
3,2,1,1,1,10000670,6/18/2016,8/5/2016,48,8,37,3
1,1,1,1,2,10000671,10/3/2016,10/14/2016,11,7,2,2
2,1,1,1,2,10000672,3/28/2016,8/5/2016,130,28,99,3
1,2,1,1,1,10000673,10/3/2016,11/22/2016,50,46,2,2
1,2,1,1,3,10000674,10/20/2016,11/27/2016,38,34,2,2
3,1,1,1,2,10000675,8/18/2016,9/6/2016,19,3,13,3
3,2,1,1,2,10000676,4/14/2016,8/6/2016,114,24,87,3
3,2,1,1,2,10000677,9/5/2016,11/19/2016,75,16,56,3
1,1,1,1,2,10000678,11/3/2016,12/24/2016,51,47,2,2
3,1,1,1,3,10000679,1/11/2016,6/8/2016,149,121,25,3
2,1,1,1,3,10000680,2/12/2016,5/9/2016,87,41,43,3
3,1,1,1,1,10000681,8/24/2016,9/23/2016,30,26,1,3
3,1,1,1,3,10000682,6/7/2016,7/18/2016,41,11,27,3
1,1,1,1,1,10000683,3/29/2016,6/1/2016,64,60,2,2
1,1,1,1,3,10000684,6/26/2016,10/17/2016,113,109,2,2
2,2,1,1,3,10000685,12/10/2016,12/15/2016,5,1,1,3
3,1,1,1,3,10000686,2/13/2016,4/22/2016,69,54,12,3
2,1,1,1,3,10000687,8/17/2016,10/13/2016,57,50,4,3
2,1,1,1,3,10000688,12/7/2016,12/27/2016,20,15,2,3
1,1,1,1,1,10000689,3/29/2016,12/20/2016,266,262,2,2
1,1,1,1,3,10000690,8/12/2016,11/16/2016,96,92,2,2
1,2,1,1,3,10000691,7/27/2016,10/6/2016,71,67,2,2
2,2,1,1,1,10000692,3/11/2016,12/19/2016,283,65,215,3
2,2,1,1,3,10000693,2/3/2016,4/30/2016,87,59,25,3
2,2,1,1,1,10000694,6/21/2016,6/23/2016,2,0,0,2
2,1,1,1,2,10000695,7/6/2016,8/23/2016,48,6,39,3
1,1,1,1,2,10000696,9/26/2016,11/23/2016,58,54,2,2
1,2,1,1,3,10000697,9/2/2016,11/23/2016,82,78,2,2
2,1,1,1,1,10000698,2/11/2016,10/17/2016,249,143,103,3
3,1,1,1,3,10000699,9/1/2016,9/1/2016,0,0,0,0
1,1,1,1,1,10000700,11/4/2016,11/7/2016,3,0,0,3
2,2,1,1,2,10000701,12/29/2016,12/31/2016,2,0,0,2
3,2,1,1,1,10000702,10/28/2016,11/11/2016,14,6,5,3
2,1,1,1,1,10000703,8/19/2016,10/5/2016,47,18,26,3
2,2,1,1,2,10000704,11/27/2016,12/21/2016,24,21,0,3
3,1,1,1,3,10000705,8/19/2016,9/23/2016,35,19,13,3
1,1,1,1,1,10000706,6/9/2016,8/10/2016,62,58,2,2
2,2,1,1,3,10000707,11/18/2016,12/6/2016,18,14,1,3
1,2,1,1,1,10000708,11/16/2016,12/23/2016,37,33,2,2
3,1,1,1,1,10000709,9/27/2016,10/18/2016,21,16,2,3
3,2,1,1,2,10000710,9/10/2016,11/10/2016,61,1,57,3
1,1,1,1,1,10000711,3/18/2016,9/29/2016,195,191,2,2
2,1,1,1,2,10000712,12/24/2016,12/31/2016,7,1,3,3
1,1,1,1,1,10000713,12/20/2016,12/28/2016,8,4,2,2
3,1,1,1,3,10000714,1/17/2016,3/2/2016,45,13,29,3
1,1,1,1,1,10000715,10/26/2016,11/26/2016,31,27,2,2
1,2,1,1,2,10000716,6/20/2016,7/4/2016,14,10,2,2
1,1,1,1,1,10000717,2/7/2016,2/23/2016,16,12,2,2
2,2,1,1,3,10000718,10/5/2016,12/18/2016,74,20,51,3
1,2,1,1,3,10000719,7/24/2016,11/13/2016,112,108,2,2
1,1,1,1,1,10000720,8/26/2016,12/29/2016,125,121,2,2
2,1,1,1,3,10000721,5/31/2016,11/28/2016,181,163,15,3
2,2,1,1,2,10000722,9/25/2016,10/2/2016,7,2,2,3
1,1,1,1,2,10000723,7/8/2016,12/2/2016,147,143,2,2
3,1,1,1,1,10000724,9/20/2016,10/31/2016,41,20,18,3
1,2,1,1,2,10000725,12/13/2016,12/22/2016,9,5,2,2
2,1,1,1,2,10000726,10/10/2016,12/7/2016,58,31,24,3
1,1,1,1,1,10000727,2/4/2016,12/18/2016,318,314,2,2
3,2,1,1,1,10000728,2/28/2016,8/6/2016,160,89,68,3
3,1,1,1,3,10000729,2/3/2016,12/29/2016,330,132,195,3
2,1,1,1,1,10000730,3/3/2016,11/23/2016,265,165,97,3
1,1,1,1,3,10000731,9/19/2016,11/23/2016,65,61,2,2
1,1,1,1,1,10000732,9/6/2016,12/24/2016,109,105,2,2
3,2,1,1,2,10000733,2/27/2016,6/13/2016,107,89,15,3
1,1,1,1,2,10000734,11/26/2016,11/27/2016,1,0,0,1
1,2,1,1,2,10000735,10/13/2016,12/28/2016,76,72,2,2
2,2,1,1,1,10000736,4/18/2016,12/23/2016,249,48,198,3
2,1,1,1,3,10000737,5/17/2016,11/22/2016,189,133,53,3
2,1,1,1,1,10000738,10/2/2016,11/19/2016,48,10,35,3
1,2,1,1,1,10000739,7/18/2016,9/23/2016,67,63,2,2
3,1,1,1,3,10000740,8/22/2016,9/11/2016,20,2,15,3
1,2,1,1,2,10000741,5/12/2016,9/6/2016,117,113,2,2
1,2,1,1,3,10000742,6/12/2016,7/4/2016,22,18,2,2
3,2,1,1,1,10000743,6/10/2016,6/20/2016,10,7,0,3
3,1,1,1,1,10000744,7/4/2016,12/8/2016,157,8,146,3
2,1,1,1,3,10000745,4/1/2016,11/20/2016,233,86,144,3
1,1,1,1,3,10000746,5/5/2016,10/24/2016,172,168,2,2
3,2,1,1,3,10000747,11/26/2016,12/18/2016,22,4,15,3
2,2,1,1,3,10000748,4/17/2016,8/14/2016,119,3,113,3
2,2,1,1,3,10000749,11/6/2016,12/10/2016,34,27,4,3
2,2,1,1,3,10000750,1/16/2016,9/12/2016,240,93,144,3
1,1,1,1,2,10000751,1/6/2016,5/11/2016,126,122,2,2
1,2,1,1,2,10000752,8/22/2016,9/19/2016,28,24,2,2
2,2,1,1,2,10000753,9/1/2016,12/6/2016,96,49,44,3
2,1,1,1,1,10000754,11/21/2016,12/26/2016,35,12,20,3
3,1,1,1,1,10000755,7/11/2016,8/18/2016,38,5,30,3
1,1,1,1,1,10000756,2/19/2016,8/17/2016,180,176,2,2
1,2,1,1,2,10000757,12/30/2016,12/30/2016,0,0,0,0
2,1,1,1,2,10000758,4/28/2016,4/29/2016,1,0,0,1
1,2,1,1,1,10000759,7/27/2016,11/17/2016,113,109,2,2
1,1,1,1,2,10000760,7/21/2016,8/29/2016,39,35,2,2
3,2,1,1,3,10000761,5/14/2016,7/31/2016,78,14,61,3
3,2,1,1,2,10000762,8/9/2016,11/6/2016,89,61,25,3
1,1,1,1,3,10000763,11/30/2016,12/13/2016,13,9,2,2
1,1,1,1,1,10000764,1/13/2016,11/6/2016,298,294,2,2
2,2,1,1,3,10000765,12/3/2016,12/23/2016,20,5,12,3
2,2,1,1,3,10000766,8/8/2016,9/19/2016,42,8,31,3
3,1,1,1,3,10000767,2/12/2016,3/9/2016,26,22,1,3
1,1,1,1,2,10000768,10/27/2016,11/8/2016,12,8,2,2
2,2,1,1,3,10000769,8/31/2016,12/12/2016,103,33,67,3
1,1,1,1,2,10000770,10/5/2016,11/4/2016,30,26,2,2
2,2,1,1,3,10000771,10/17/2016,12/16/2016,60,7,50,3
1,1,1,1,2,10000772,12/13/2016,12/16/2016,3,0,0,3
3,1,1,1,3,10000773,12/31/2016,12/31/2016,0,0,0,0
1,1,1,1,3,10000774,3/13/2016,12/22/2016,284,280,2,2
2,2,1,1,2,10000775,7/24/2016,10/24/2016,92,7,82,3
1,2,1,1,3,10000776,1/31/2016,11/2/2016,276,272,2,2
3,1,1,1,3,10000777,9/13/2016,12/7/2016,85,66,16,3
2,1,1,1,1,10000778,12/14/2016,12/15/2016,1,0,0,1
3,1,1,1,1,10000779,1/30/2016,12/26/2016,331,30,298,3
3,2,1,1,1,10000780,1/9/2016,10/23/2016,288,227,58,3
1,1,1,1,2,10000781,6/8/2016,9/29/2016,113,109,2,2
2,1,1,1,1,10000782,2/17/2016,2/20/2016,3,0,0,3
2,1,1,1,3,10000783,10/28/2016,11/24/2016,27,18,6,3
3,1,1,1,2,10000784,10/22/2016,10/22/2016,0,0,0,0
2,1,1,1,3,10000785,10/16/2016,12/5/2016,50,33,14,3
2,2,1,1,3,10000786,3/30/2016,7/7/2016,99,1,95,3
3,2,1,1,2,10000787,6/14/2016,11/2/2016,141,98,40,3
3,2,1,1,2,10000788,9/22/2016,10/23/2016,31,16,12,3
2,2,1,1,2,10000789,3/17/2016,11/12/2016,240,10,227,3
3,1,1,1,3,10000790,3/15/2016,3/28/2016,13,7,3,3
1,1,1,1,2,10000791,7/7/2016,8/20/2016,44,40,2,2
3,1,1,1,2,10000792,1/7/2016,3/31/2016,84,58,23,3
2,1,1,1,2,10000793,6/29/2016,10/25/2016,118,53,62,3
1,2,1,1,2,10000794,12/17/2016,12/25/2016,8,4,2,2
1,1,1,1,1,10000795,3/6/2016,3/10/2016,4,0,2,2
2,1,1,1,1,10000796,8/31/2016,12/12/2016,103,92,8,3
3,2,1,1,2,10000797,11/9/2016,12/26/2016,47,9,35,3
1,2,1,1,1,10000798,11/8/2016,11/30/2016,22,18,2,2
2,1,1,1,2,10000799,9/19/2016,10/20/2016,31,0,28,3
1,2,1,1,2,10000800,9/10/2016,9/17/2016,7,3,2,2
3,1,1,1,1,10000801,1/13/2016,2/22/2016,40,3,34,3
1,1,1,1,3,10000802,11/15/2016,11/23/2016,8,4,2,2
2,1,1,1,1,10000803,1/23/2016,7/20/2016,179,140,36,3
1,2,1,1,1,10000804,3/18/2016,5/4/2016,47,43,2,2
3,1,1,1,2,10000805,9/4/2016,9/14/2016,10,4,3,3
2,2,1,1,3,10000806,10/26/2016,11/28/2016,33,27,3,3
2,2,1,1,2,10000807,10/13/2016,10/18/2016,5,2,0,3
1,2,1,1,1,10000808,2/7/2016,2/26/2016,19,15,2,2
3,1,1,1,3,10000809,12/5/2016,12/12/2016,7,4,0,3
2,1,1,1,3,10000810,8/2/2016,12/3/2016,123,106,14,3
1,1,1,1,3,10000811,3/5/2016,7/25/2016,142,138,2,2
1,2,1,1,2,10000812,10/20/2016,12/17/2016,58,54,2,2
3,2,1,1,3,10000813,4/21/2016,8/10/2016,111,63,45,3
1,2,1,1,3,10000814,2/7/2016,7/31/2016,175,171,2,2
1,2,1,1,3,10000815,9/16/2016,10/13/2016,27,23,2,2
2,1,1,1,3,10000816,12/22/2016,12/28/2016,6,1,2,3
2,2,1,1,2,10000817,8/8/2016,10/14/2016,67,41,23,3
1,2,1,1,1,10000818,10/26/2016,11/27/2016,32,28,2,2
3,2,1,1,2,10000819,5/16/2016,8/18/2016,94,50,41,3
1,1,1,1,2,10000820,2/13/2016,11/16/2016,277,273,2,2
2,1,1,1,3,10000821,5/16/2016,7/1/2016,46,11,32,3
2,2,1,1,3,10000822,6/12/2016,11/29/2016,170,123,44,3
3,1,1,1,3,10000823,6/27/2016,7/5/2016,8,5,0,3
3,2,1,1,1,10000824,8/6/2016,12/21/2016,137,127,7,3
1,1,1,1,2,10000825,12/22/2016,12/31/2016,9,5,2,2
2,1,1,1,1,10000826,1/3/2016,5/26/2016,144,111,30,3
3,2,1,1,1,10000827,7/24/2016,12/20/2016,149,2,144,3
2,2,1,1,1,10000828,11/4/2016,11/12/2016,8,2,3,3
2,2,1,1,1,10000829,1/27/2016,9/30/2016,247,182,62,3
1,2,1,1,1,10000830,8/21/2016,11/14/2016,85,81,2,2
2,2,1,1,3,10000831,6/25/2016,9/1/2016,68,55,10,3
2,1,1,1,2,10000832,6/9/2016,10/17/2016,130,84,43,3
3,2,1,1,3,10000833,11/21/2016,12/23/2016,32,22,7,3
3,2,1,1,1,10000834,7/4/2016,10/27/2016,115,69,43,3
1,2,1,1,1,10000835,3/2/2016,11/25/2016,268,264,2,2
1,1,1,1,3,10000836,3/4/2016,7/17/2016,135,131,2,2
1,1,1,1,1,10000837,8/17/2016,12/30/2016,135,131,2,2
1,1,1,1,2,10000838,1/2/2016,8/4/2016,215,211,2,2
1,1,1,1,2,10000839,2/13/2016,5/7/2016,84,80,2,2
2,1,1,1,3,10000840,6/3/2016,9/27/2016,116,72,41,3
1,2,1,1,2,10000841,11/19/2016,12/2/2016,13,9,2,2
3,1,1,1,3,10000842,6/14/2016,7/23/2016,39,5,31,3
2,2,1,1,2,10000843,10/11/2016,10/17/2016,6,2,1,3
3,2,1,1,2,10000844,5/31/2016,7/31/2016,61,18,40,3
2,1,1,1,1,10000845,2/17/2016,10/15/2016,241,178,60,3
2,2,1,1,3,10000846,12/28/2016,12/28/2016,0,0,0,0
1,2,1,1,3,10000847,12/14/2016,12/15/2016,1,0,0,1
1,1,1,1,2,10000848,12/15/2016,12/23/2016,8,4,2,2
1,2,1,1,3,10000849,2/11/2016,8/24/2016,195,191,2,2
1,2,1,1,2,10000850,8/2/2016,9/30/2016,59,55,2,2
2,1,1,1,3,10000851,5/21/2016,6/27/2016,37,11,23,3
3,2,1,1,1,10000852,1/14/2016,7/12/2016,180,31,146,3
3,2,1,1,1,10000853,2/23/2016,4/5/2016,42,14,25,3
2,2,1,1,1,10000854,9/3/2016,9/14/2016,11,1,7,3
1,2,1,1,1,10000855,6/20/2016,6/26/2016,6,2,2,2
3,1,1,1,3,10000856,10/2/2016,12/18/2016,77,56,18,3
1,2,1,1,2,10000857,5/27/2016,8/3/2016,68,64,2,2
3,1,1,1,2,10000858,9/26/2016,12/26/2016,91,24,64,3
1,1,1,1,2,10000859,7/29/2016,11/10/2016,104,100,2,2
1,1,1,1,2,10000860,1/1/2016,3/27/2016,86,82,2,2
1,2,1,1,3,10000861,3/16/2016,9/15/2016,183,179,2,2
1,2,1,1,1,10000862,6/7/2016,8/19/2016,73,69,2,2
1,1,1,1,1,10000863,1/21/2016,8/5/2016,197,193,2,2
1,1,1,1,1,10000864,8/6/2016,9/18/2016,43,39,2,2
3,2,1,1,3,10000865,12/22/2016,12/26/2016,4,1,0,3
2,2,1,1,2,10000866,3/26/2016,6/25/2016,91,87,1,3
2,1,1,1,1,10000867,3/4/2016,9/1/2016,181,174,4,3
1,1,1,1,3,10000868,5/28/2016,6/12/2016,15,11,2,2
1,1,1,1,2,10000869,9/4/2016,9/15/2016,11,7,2,2
2,1,1,1,3,10000870,11/7/2016,11/23/2016,16,7,6,3
2,1,1,1,1,10000871,9/30/2016,11/26/2016,57,44,10,3
1,1,1,1,2,10000872,10/21/2016,12/18/2016,58,54,2,2
2,2,1,1,1,10000873,3/8/2016,12/12/2016,279,199,77,3
1,2,1,1,2,10000874,7/4/2016,10/28/2016,116,112,2,2
3,2,1,1,3,10000875,1/23/2016,8/8/2016,198,149,46,3
1,1,1,1,3,10000876,5/21/2016,11/10/2016,173,169,2,2
3,2,1,1,1,10000877,3/8/2016,9/23/2016,199,86,110,3
1,1,1,1,1,10000878,11/30/2016,12/15/2016,15,11,2,2
2,1,1,1,3,10000879,4/10/2016,8/30/2016,142,68,71,3
1,2,1,1,1,10000880,2/24/2016,8/5/2016,163,159,2,2
3,1,1,1,1,10000881,6/25/2016,8/16/2016,52,37,12,3
1,1,1,1,2,10000882,9/25/2016,11/8/2016,44,40,2,2
3,1,1,1,3,10000883,10/3/2016,10/14/2016,11,4,4,3
1,2,1,1,2,10000884,9/9/2016,10/29/2016,50,46,2,2
2,2,1,1,2,10000885,11/24/2016,11/24/2016,0,0,0,0
3,1,1,1,2,10000886,6/14/2016,11/18/2016,157,48,106,3
2,2,1,1,1,10000887,4/22/2016,9/8/2016,139,53,83,3
3,2,1,1,3,10000888,10/24/2016,11/7/2016,14,10,1,3
1,1,1,1,2,10000889,3/28/2016,8/17/2016,142,138,2,2
