Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
0000000001,8/27/2018 10:09,10.1.212.1,Waterproof phone cases,Drones,Shipping,Mens fashion accessories,Liquid phone cases,Visa,NO,YES,NO,YES,NO,205.00,282.00,Male,55-64 years old,Divorced,Asian Americans,NO,YES,Professional degree,30001 to 50000,NO,NO,Natural resources construction and maintenance,NO,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.213.1,Gluten-free products,Drones,Deal of The Day,Drones,Enamel pins,PayPal,YES,NO,NO,NO,NO,708.00,539.00,Female,18-24 years old,Married or domestic partnership,Black and African Americans,NO,YES,Master’s degree,200001 and above,NO,NO,Sales and office,NO,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.214.1,Coconut oil,3D printers,Your List,3D printers,Fitness trackers,Gift Card,NO,NO,NO,YES,YES,302.00,862.00,Female,Under 12 years old,Separated,White and European Americans,NO,YES,Associate degree,0 - 30000,YES,NO,Sales and office,YES,Dieting,Health
0000000001,8/27/2018 10:09,10.1.215.1,Wood frame sunglasses,Fairy lights,Contact Us,Phone power banks,Bluetooth speakers,Visa,NO,YES,NO,NO,YES,839.00,191.00,Female,45-54 years old,Single never married,Asian Americans,YES,NO,Trade/technical/vocational training,150001 to 200000,YES,NO,Natural resources construction and maintenance,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.216.1,Fairy lights,Enamel pins,Your List,3D printers,3D printers,Debit,YES,NO,NO,NO,YES,699.00,518.00,Male,55-64 years old,Divorced,White and European Americans,NO,YES,Trade/technical/vocational training,50001 to 75000,NO,NO,Production transportation and material moving,NO,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.217.1,The charcoal face mask,The charcoal face mask,Help,Phone power banks,Bluetooth speakers,Debit,YES,YES,NO,YES,YES,470.00,213.00,Male,55-64 years old,Separated,White and European Americans,NO,NO,Some high school no diploma,50001 to 75000,NO,YES,Production transportation and material moving,YES,Sewing,Health
0000000001,8/27/2018 10:09,10.1.218.1,Coconut oil,Fitness trackers,Legal Disclaimer,Coconut oil,Bluetooth speakers,MasterCard,YES,YES,NO,NO,YES,396.00,490.00,Female,45-54 years old,Single never married,Native Hawaiians and other Pacific Islanders,YES,YES,Associate degree,100001 to 150000,NO,YES,Natural resources construction and maintenance,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.219.1,Liquid phone cases,Phone power banks,Legal Disclaimer,Drones,Liquid phone cases,MasterCard,YES,NO,YES,YES,YES,34.00,236.00,Female,25-34 years old,Married or domestic partnership,White and European Americans,YES,YES,Some high school no diploma,150001 to 200000,NO,NO,Management professional and related,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.220.1,Waterproof phone cases,Welcome,Contact Us,Welcome,Baby products,Debit,NO,YES,YES,YES,NO,601.00,704.00,Female,55-64 years old,Married or domestic partnership,White and European Americans,YES,YES,Professional degree,75001 to 100000,YES,NO,Service,YES,Book reading,Health
0000000001,8/27/2018 10:09,10.1.221.1,Waterproof phone cases,Enamel pins,Your List,Matcha Powder,Enamel pins,Visa,NO,YES,NO,NO,NO,597.00,807.00,Male,55-64 years old,Separated,Asian Americans,NO,NO,Associate degree,30001 to 50000,NO,YES,Service,YES,Dieting,Health
0000000001,8/27/2018 10:09,10.1.222.1,Mens fashion accessories,The charcoal face mask,Your Recommendations,Mens fashion accessories,Wood frame sunglasses,Debit,YES,NO,YES,YES,YES,153.00,319.00,Female,18-24 years old,Married or domestic partnership,Black and African Americans,NO,NO,Nursery school to 8th grade,200001 and above,YES,YES,Production transportation and material moving,YES,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.223.1,3D printers,Matcha Powder,Shipping,Mens fashion accessories,Liquid phone cases,Gift Card,NO,NO,YES,YES,NO,385.00,645.00,Male,65-74 years old,Widowed,White and European Americans,YES,YES,,200001 and above,NO,NO,Management professional and related,YES,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.224.1,3D printers,Enamel pins,Your Recommendations,The charcoal face mask,3D printers,MasterCard,YES,YES,YES,YES,NO,682.00,548.00,Male,65-74 years old,Single never married,Middle Easterners and North Africans,NO,NO,,50001 to 75000,YES,YES,Production transportation and material moving,NO,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.225.1,Phone power banks,Bluetooth speakers,Legal Disclaimer,Drones,Enamel pins,MasterCard,NO,NO,NO,NO,NO,785.00,554.00,Male,55-64 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,YES,YES,Master’s degree,100001 to 150000,YES,NO,Service,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.226.1,Welcome,Bluetooth speakers,Your Recommendations,Liquid phone cases,Bluetooth speakers,PayPal,NO,YES,NO,YES,YES,730.00,984.00,Female,12-17 years old,Divorced,Asian Americans,NO,YES,Trade/technical/vocational training,50001 to 75000,NO,NO,Management professional and related,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.227.1,Welcome,Liquid phone cases,Shipping,Fairy lights,3D printers,MasterCard,NO,YES,NO,YES,NO,313.00,195.00,Female,75 years or older,Married or domestic partnership,White and European Americans,YES,YES,Master’s degree,100001 to 150000,NO,NO,Service,YES,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.228.1,Matcha Powder,Phone power banks,Returns,Enamel pins,Drones,Visa,NO,NO,NO,NO,NO,278.00,115.00,Male,75 years or older,Widowed,White and European Americans,YES,YES,Trade/technical/vocational training,200001 and above,YES,NO,Management professional and related,NO,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.229.1,Fairy lights,Coconut oil,Cart,Coconut oil,Phone power banks,MasterCard,YES,YES,NO,YES,NO,108.00,659.00,Male,65-74 years old,Widowed,Native Hawaiians and other Pacific Islanders,NO,NO,Nursery school to 8th grade,30001 to 50000,YES,NO,Sales and office,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.230.1,Liquid phone cases,Baby products,Help,Wood frame sunglasses,Liquid phone cases,Visa,NO,NO,YES,NO,YES,412.00,129.00,Female,35-44 years old,Separated,Native Hawaiians and other Pacific Islanders,NO,NO,Professional degree,50001 to 75000,YES,YES,Sales and office,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.231.1,Waterproof phone cases,Fairy lights,Contact Us,Bluetooth speakers,Phone power banks,Visa,NO,YES,YES,NO,NO,735.00,87.00,Female,18-24 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,YES,YES,Trade/technical/vocational training,150001 to 200000,YES,NO,Service,YES,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.232.1,The charcoal face mask,Waterproof phone cases,Deal of The Day,Enamel pins,Mens fashion accessories,MasterCard,YES,NO,NO,YES,YES,557.00,976.00,Female,25-34 years old,Single never married,Asian Americans,YES,YES,Nursery school to 8th grade,50001 to 75000,YES,YES,Sales and office,YES,Camping,Health
0000000001,8/27/2018 10:09,10.1.233.1,Welcome,The charcoal face mask,Your Account,Baby products,Fitness trackers,Gift Card,NO,NO,NO,NO,NO,391.00,190.00,Male,12-17 years old,Separated,Asian Americans,YES,NO,Trade/technical/vocational training,30001 to 50000,NO,NO,Management professional and related,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.234.1,3D printers,Baby products,Mission,Coconut oil,Fairy lights,Debit,NO,YES,NO,YES,YES,698.00,506.00,Female,18-24 years old,Widowed,Middle Easterners and North Africans,YES,NO,Professional degree,75001 to 100000,YES,NO,Service,NO,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.235.1,Wood frame sunglasses,Drones,Your Recommendations,Phone power banks,Fairy lights,Gift Card,NO,YES,YES,NO,NO,256.00,422.00,Male,Under 12 years old,Divorced,Asian Americans,YES,NO,Bachelor’s degree,75001 to 100000,NO,YES,Production transportation and material moving,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.236.1,Coconut oil,Enamel pins,Your List,Liquid phone cases,Enamel pins,MasterCard,YES,NO,NO,YES,NO,174.00,138.00,Female,18-24 years old,Single never married,Black and African Americans,NO,YES,Doctorate degree,75001 to 100000,NO,YES,Sales and office,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.237.1,Enamel pins,Bluetooth speakers,Your Orders,Phone power banks,Gluten-free products,Gift Card,YES,NO,NO,NO,NO,410.00,645.00,Male,25-34 years old,Single never married,Middle Easterners and North Africans,NO,NO,,100001 to 150000,NO,NO,Natural resources construction and maintenance,YES,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.238.1,Matcha Powder,3D printers,Deal of The Day,Welcome,Gluten-free products,Debit,NO,YES,NO,YES,NO,632.00,480.00,Male,12-17 years old,Widowed,White and European Americans,NO,NO,Some high school no diploma,200001 and above,NO,YES,Natural resources construction and maintenance,YES,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.239.1,3D printers,Fairy lights,Your Orders,Welcome,Bluetooth speakers,Visa,NO,YES,YES,YES,NO,840.00,187.00,Female,25-34 years old,Widowed,Black and African Americans,YES,YES,No schooling completed,200001 and above,NO,NO,Sales and office,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.240.1,Welcome,Welcome,Returns,Wood frame sunglasses,Drones,Visa,YES,NO,YES,NO,YES,47.00,553.00,Female,35-44 years old,Married or domestic partnership,Native Americans and Alaska Natives,NO,NO,,75001 to 100000,YES,YES,Natural resources construction and maintenance,YES,Crafts,Health
0000000001,8/27/2018 10:09,10.1.241.1,Waterproof phone cases,Waterproof phone cases,Legal Disclaimer,Mens fashion accessories,Enamel pins,Debit,NO,NO,NO,NO,YES,965.00,536.00,Male,12-17 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,YES,YES,,150001 to 200000,YES,NO,Management professional and related,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.242.1,Bluetooth speakers,Drones,Your List,Drones,Enamel pins,MasterCard,NO,NO,NO,YES,YES,250.00,60.00,Male,65-74 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,YES,NO,Professional degree,75001 to 100000,NO,NO,Production transportation and material moving,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.243.1,Baby products,Drones,Mission,Liquid phone cases,Liquid phone cases,Debit,NO,YES,NO,NO,NO,28.00,983.00,Female,75 years or older,Widowed,Asian Americans,YES,NO,No schooling completed,0 - 30000,NO,YES,Sales and office,NO,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.244.1,Mens fashion accessories,Coconut oil,Mission,Waterproof phone cases,Phone power banks,MasterCard,NO,YES,NO,NO,NO,52.00,361.00,Female,45-54 years old,Single never married,Native Americans and Alaska Natives,NO,NO,Trade/technical/vocational training,200001 and above,NO,YES,Management professional and related,YES,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.245.1,Gluten-free products,Mens fashion accessories,Your List,Matcha Powder,Baby products,Gift Card,YES,NO,YES,YES,NO,645.00,520.00,Male,65-74 years old,Widowed,Black and African Americans,YES,NO,Master’s degree,0 - 30000,YES,YES,Sales and office,YES,Sewing,Health
0000000001,8/27/2018 10:09,10.1.246.1,Phone power banks,Fairy lights,Legal Disclaimer,Welcome,Waterproof phone cases,PayPal,NO,YES,YES,NO,NO,313.00,345.00,Male,55-64 years old,Single never married,Black and African Americans,NO,YES,Bachelor’s degree,150001 to 200000,NO,YES,Management professional and related,YES,Camping,Health
0000000001,8/27/2018 10:09,10.1.247.1,3D printers,Coconut oil,Returns,3D printers,Welcome,Visa,YES,YES,YES,NO,YES,976.00,871.00,Female,18-24 years old,Widowed,Native Hawaiians and other Pacific Islanders,YES,YES,Nursery school to 8th grade,50001 to 75000,NO,NO,Management professional and related,NO,Book reading,Health
0000000001,8/27/2018 10:09,10.1.248.1,The charcoal face mask,The charcoal face mask,Deal of The Day,3D printers,Welcome,Visa,NO,YES,NO,YES,NO,74.00,821.00,Female,18-24 years old,Widowed,White and European Americans,NO,NO,Trade/technical/vocational training,200001 and above,NO,NO,Natural resources construction and maintenance,NO,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.249.1,The charcoal face mask,Welcome,Legal Disclaimer,Matcha Powder,Bluetooth speakers,MasterCard,NO,NO,NO,YES,YES,185.00,996.00,Female,18-24 years old,Separated,Middle Easterners and North Africans,YES,YES,Some high school no diploma,0 - 30000,NO,NO,Sales and office,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.250.1,Fitness trackers,Welcome,Help,The charcoal face mask,Wood frame sunglasses,Visa,YES,NO,NO,YES,NO,225.00,341.00,Female,18-24 years old,Married or domestic partnership,Native Americans and Alaska Natives,NO,YES,Associate degree,50001 to 75000,YES,NO,Production transportation and material moving,NO,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.251.1,Liquid phone cases,Coconut oil,Returns,Mens fashion accessories,Fitness trackers,Gift Card,YES,YES,NO,YES,YES,270.00,956.00,Male,Under 12 years old,Widowed,Asian Americans,NO,NO,Nursery school to 8th grade,30001 to 50000,YES,NO,Management professional and related,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.252.1,Fairy lights,Liquid phone cases,Your Account,3D printers,Mens fashion accessories,Visa,NO,YES,NO,NO,YES,185.00,26.00,Female,55-64 years old,Separated,Native Hawaiians and other Pacific Islanders,YES,YES,Some high school no diploma,75001 to 100000,NO,YES,Natural resources construction and maintenance,NO,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.253.1,Enamel pins,Liquid phone cases,Mission,Baby products,Drones,Gift Card,YES,NO,YES,NO,NO,572.00,69.00,Female,25-34 years old,Divorced,Native Americans and Alaska Natives,NO,YES,Trade/technical/vocational training,0 - 30000,YES,NO,Sales and office,YES,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.254.1,Welcome,Matcha Powder,Shipping,3D printers,Fitness trackers,Visa,NO,NO,YES,NO,YES,801.00,487.00,Female,55-64 years old,Separated,Asian Americans,NO,NO,Associate degree,75001 to 100000,YES,NO,Sales and office,NO,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.255.1,Wood frame sunglasses,Bluetooth speakers,Contact Us,Enamel pins,Wood frame sunglasses,Visa,YES,YES,NO,YES,YES,312.00,916.00,Male,75 years or older,Single never married,Asian Americans,YES,NO,Nursery school to 8th grade,0 - 30000,NO,YES,Natural resources construction and maintenance,NO,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.256.1,Liquid phone cases,Drones,Deal of The Day,Mens fashion accessories,Matcha Powder,Gift Card,NO,NO,YES,YES,YES,713.00,636.00,Female,35-44 years old,Separated,Hispanic and Latino Americans,YES,YES,,75001 to 100000,NO,YES,Natural resources construction and maintenance,NO,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.257.1,Liquid phone cases,Gluten-free products,Help,Wood frame sunglasses,Fairy lights,MasterCard,NO,YES,YES,NO,NO,156.00,574.00,Female,35-44 years old,Married or domestic partnership,Native Americans and Alaska Natives,NO,NO,Some high school no diploma,75001 to 100000,NO,NO,Production transportation and material moving,YES,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.258.1,Baby products,Liquid phone cases,Deal of The Day,Liquid phone cases,Fitness trackers,Gift Card,YES,YES,NO,YES,YES,866.00,259.00,Male,75 years or older,Divorced,White and European Americans,YES,NO,Trade/technical/vocational training,50001 to 75000,YES,NO,Service,YES,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.259.1,Drones,Fairy lights,Your List,Welcome,Baby products,Gift Card,YES,NO,NO,YES,NO,576.00,835.00,Female,75 years or older,Married or domestic partnership,White and European Americans,NO,NO,Doctorate degree,0 - 30000,YES,YES,Natural resources construction and maintenance,NO,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.260.1,Welcome,Phone power banks,Your Recommendations,Mens fashion accessories,Drones,PayPal,NO,NO,YES,YES,YES,968.00,894.00,Female,35-44 years old,Widowed,White and European Americans,YES,NO,Professional degree,30001 to 50000,YES,YES,Natural resources construction and maintenance,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.261.1,Matcha Powder,Mens fashion accessories,Help,Drones,Phone power banks,MasterCard,YES,NO,YES,YES,YES,761.00,517.00,Male,45-54 years old,Single never married,Native Hawaiians and other Pacific Islanders,YES,YES,Doctorate degree,75001 to 100000,YES,NO,Natural resources construction and maintenance,NO,Other,Health
0000000001,8/27/2018 10:09,10.1.262.1,3D printers,Fairy lights,Your Orders,Welcome,3D printers,Gift Card,NO,NO,NO,YES,NO,903.00,381.00,Female,Under 12 years old,Widowed,Black and African Americans,NO,NO,,30001 to 50000,YES,YES,Management professional and related,NO,Sewing,Health
0000000001,8/27/2018 10:09,10.1.263.1,Fairy lights,Phone power banks,Shipping,Fitness trackers,Phone power banks,Visa,NO,YES,YES,NO,NO,836.00,505.00,Female,Under 12 years old,Single never married,Asian Americans,NO,YES,,100001 to 150000,NO,NO,Natural resources construction and maintenance,NO,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.264.1,The charcoal face mask,Fairy lights,Contact Us,Phone power banks,Bluetooth speakers,Visa,YES,YES,NO,NO,YES,969.00,754.00,Male,Under 12 years old,Single never married,Hispanic and Latino Americans,YES,NO,Associate degree,200001 and above,NO,NO,Natural resources construction and maintenance,YES,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.265.1,Wood frame sunglasses,Baby products,Help,Gluten-free products,Fitness trackers,PayPal,YES,NO,NO,YES,NO,816.00,368.00,Female,65-74 years old,Divorced,Black and African Americans,YES,YES,Bachelor’s degree,150001 to 200000,NO,NO,Management professional and related,NO,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.266.1,Baby products,Baby products,Cart,Welcome,Welcome,PayPal,NO,NO,NO,NO,NO,44.00,527.00,Female,75 years or older,Divorced,White and European Americans,YES,YES,Trade/technical/vocational training,100001 to 150000,NO,YES,Management professional and related,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.267.1,3D printers,Mens fashion accessories,Mission,3D printers,Wood frame sunglasses,Debit,NO,YES,NO,YES,NO,65.00,482.00,Female,55-64 years old,Widowed,Asian Americans,NO,NO,Nursery school to 8th grade,75001 to 100000,YES,YES,Production transportation and material moving,NO,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.268.1,Baby products,Enamel pins,Your Recommendations,Phone power banks,Bluetooth speakers,Gift Card,YES,NO,NO,NO,NO,805.00,839.00,Male,12-17 years old,Divorced,Black and African Americans,YES,NO,No schooling completed,75001 to 100000,YES,YES,Natural resources construction and maintenance,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.269.1,Welcome,Mens fashion accessories,Legal Disclaimer,Baby products,Fitness trackers,Debit,NO,NO,NO,NO,YES,970.00,389.00,Female,18-24 years old,Widowed,Hispanic and Latino Americans,NO,YES,Trade/technical/vocational training,75001 to 100000,NO,NO,Natural resources construction and maintenance,YES,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.270.1,Fitness trackers,Wood frame sunglasses,About,Baby products,Waterproof phone cases,MasterCard,YES,YES,NO,YES,YES,691.00,218.00,Male,45-54 years old,Separated,White and European Americans,NO,NO,Master’s degree,0 - 30000,YES,YES,Service,NO,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.271.1,Wood frame sunglasses,Fairy lights,Contact Us,Matcha Powder,Fitness trackers,Debit,YES,NO,YES,YES,YES,67.00,729.00,Male,75 years or older,Divorced,Asian Americans,NO,NO,Trade/technical/vocational training,0 - 30000,NO,YES,Natural resources construction and maintenance,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.272.1,3D printers,3D printers,Your Orders,Welcome,The charcoal face mask,Gift Card,NO,NO,YES,YES,YES,437.00,800.00,Female,Under 12 years old,Divorced,Asian Americans,NO,NO,Master’s degree,200001 and above,YES,YES,Production transportation and material moving,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.273.1,Baby products,Matcha Powder,Your Account,Wood frame sunglasses,Liquid phone cases,Gift Card,YES,NO,YES,YES,NO,275.00,423.00,Female,55-64 years old,Divorced,Hispanic and Latino Americans,NO,YES,Trade/technical/vocational training,100001 to 150000,NO,YES,Sales and office,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.274.1,Phone power banks,Coconut oil,Your Orders,Fairy lights,Drones,PayPal,YES,YES,YES,YES,NO,324.00,9.00,Female,35-44 years old,Separated,Native Hawaiians and other Pacific Islanders,NO,YES,,200001 and above,NO,YES,Production transportation and material moving,YES,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.275.1,Bluetooth speakers,Matcha Powder,Cart,Baby products,Baby products,Debit,NO,YES,YES,YES,NO,963.00,940.00,Male,12-17 years old,Divorced,Hispanic and Latino Americans,YES,NO,Doctorate degree,30001 to 50000,YES,YES,Sales and office,YES,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.276.1,Matcha Powder,Matcha Powder,Returns,Fitness trackers,Fitness trackers,Gift Card,YES,YES,YES,NO,YES,497.00,813.00,Male,75 years or older,Separated,White and European Americans,NO,NO,,200001 and above,NO,YES,Sales and office,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.277.1,Coconut oil,Fairy lights,Your Recommendations,Bluetooth speakers,Phone power banks,Visa,YES,YES,NO,YES,NO,912.00,114.00,Female,Under 12 years old,Widowed,Hispanic and Latino Americans,YES,NO,Associate degree,200001 and above,YES,NO,Production transportation and material moving,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.278.1,Phone power banks,Wood frame sunglasses,Legal Disclaimer,Coconut oil,Baby products,MasterCard,NO,YES,NO,YES,YES,650.00,494.00,Male,25-34 years old,Divorced,Asian Americans,NO,YES,Nursery school to 8th grade,100001 to 150000,YES,NO,Production transportation and material moving,YES,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.279.1,3D printers,Liquid phone cases,Your List,Coconut oil,3D printers,Gift Card,YES,YES,NO,YES,YES,514.00,452.00,Female,35-44 years old,Married or domestic partnership,Black and African Americans,YES,YES,,150001 to 200000,NO,YES,Sales and office,YES,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.280.1,Fitness trackers,Fairy lights,Mission,Mens fashion accessories,Fairy lights,PayPal,NO,NO,YES,YES,YES,371.00,56.00,Female,12-17 years old,Married or domestic partnership,Black and African Americans,NO,YES,Doctorate degree,200001 and above,NO,NO,Sales and office,YES,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.281.1,Waterproof phone cases,Drones,Your Orders,Welcome,The charcoal face mask,PayPal,YES,YES,NO,YES,NO,458.00,84.00,Female,Under 12 years old,Widowed,Native Hawaiians and other Pacific Islanders,YES,NO,Some high school no diploma,150001 to 200000,YES,NO,Natural resources construction and maintenance,NO,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.282.1,Waterproof phone cases,Coconut oil,Mission,Waterproof phone cases,Matcha Powder,Visa,YES,YES,YES,YES,YES,960.00,820.00,Female,25-34 years old,Separated,Asian Americans,YES,YES,Some high school no diploma,150001 to 200000,NO,YES,Service,YES,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.283.1,Fairy lights,Enamel pins,Your Orders,Fairy lights,3D printers,Debit,YES,YES,NO,YES,YES,732.00,160.00,Female,35-44 years old,Widowed,Asian Americans,YES,YES,Nursery school to 8th grade,30001 to 50000,YES,YES,Natural resources construction and maintenance,YES,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.284.1,Enamel pins,Fitness trackers,Shipping,Gluten-free products,The charcoal face mask,Debit,NO,NO,YES,NO,YES,636.00,944.00,Female,12-17 years old,Divorced,Asian Americans,YES,YES,,75001 to 100000,NO,NO,Sales and office,YES,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.285.1,The charcoal face mask,3D printers,Returns,Bluetooth speakers,Bluetooth speakers,Debit,YES,NO,NO,NO,NO,102.00,159.00,Female,35-44 years old,Separated,Asian Americans,YES,NO,Trade/technical/vocational training,30001 to 50000,YES,YES,Natural resources construction and maintenance,YES,Crafts,Health
0000000001,8/27/2018 10:09,10.1.286.1,Liquid phone cases,Coconut oil,Your List,Fairy lights,The charcoal face mask,Debit,YES,YES,YES,YES,NO,659.00,105.00,Male,35-44 years old,Separated,Middle Easterners and North Africans,NO,NO,Bachelor’s degree,200001 and above,NO,YES,Service,YES,Bible/devotional reading,Health
0000000001,8/27/2018 10:09,10.1.287.1,Matcha Powder,Mens fashion accessories,Your Account,Phone power banks,Fitness trackers,PayPal,NO,YES,NO,YES,NO,861.00,404.00,Female,25-34 years old,Divorced,Native Americans and Alaska Natives,NO,YES,No schooling completed,0 - 30000,YES,YES,Service,NO,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.288.1,Waterproof phone cases,Wood frame sunglasses,Help,Matcha Powder,Fairy lights,PayPal,YES,NO,NO,NO,NO,6.00,689.00,Male,25-34 years old,Married or domestic partnership,Black and African Americans,NO,YES,Associate degree,200001 and above,YES,YES,Production transportation and material moving,YES,Watching sports on TV,Health
0000000001,8/27/2018 10:09,10.1.289.1,Mens fashion accessories,Drones,Your List,Coconut oil,Enamel pins,PayPal,NO,YES,NO,NO,NO,232.00,737.00,Male,75 years or older,Widowed,Native Hawaiians and other Pacific Islanders,YES,YES,Master’s degree,30001 to 50000,YES,YES,Service,YES,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.290.1,Waterproof phone cases,Welcome,Shipping,Matcha Powder,Waterproof phone cases,MasterCard,NO,YES,YES,NO,YES,199.00,804.00,Male,12-17 years old,Divorced,Middle Easterners and North Africans,YES,YES,Professional degree,100001 to 150000,YES,YES,Service,YES,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.291.1,3D printers,Wood frame sunglasses,Shipping,Fairy lights,Mens fashion accessories,Debit,NO,YES,YES,YES,NO,481.00,976.00,Female,Under 12 years old,Single never married,Asian Americans,NO,YES,Associate degree,200001 and above,NO,YES,Natural resources construction and maintenance,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.292.1,Drones,Fairy lights,Your Recommendations,Welcome,3D printers,Gift Card,NO,NO,YES,YES,YES,170.00,369.00,Male,18-24 years old,Married or domestic partnership,White and European Americans,NO,YES,No schooling completed,75001 to 100000,NO,YES,Production transportation and material moving,YES,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.293.1,Drones,Waterproof phone cases,Help,Phone power banks,Wood frame sunglasses,PayPal,YES,YES,YES,YES,NO,153.00,187.00,Female,12-17 years old,Married or domestic partnership,White and European Americans,NO,NO,,0 - 30000,YES,NO,Service,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.294.1,Bluetooth speakers,3D printers,Returns,Matcha Powder,Phone power banks,Debit,NO,YES,NO,YES,YES,233.00,83.00,Male,75 years or older,Divorced,Hispanic and Latino Americans,YES,YES,Master’s degree,200001 and above,NO,NO,Production transportation and material moving,NO,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.295.1,Baby products,Gluten-free products,Cart,Gluten-free products,Waterproof phone cases,Gift Card,YES,NO,YES,NO,YES,786.00,669.00,Female,25-34 years old,Separated,Black and African Americans,NO,NO,Professional degree,30001 to 50000,YES,NO,Sales and office,NO,Wildlife/environment issues,Health
