Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
179,8/27/2018 10:09,10.1.801.1,5,10,1,1,5,5,2,2,1,1,1,198,649,1,1,1,4,1,1,5,6,1,2,3,2,3,
5183,8/27/2018 10:09,10.1.802.1,5,1,13,5,11,1,1,2,2,1,2,911,338,2,5,2,5,1,2,5,3,1,1,5,2,24,
9613,8/27/2018 10:09,10.1.803.1,1,5,9,5,10,2,1,1,2,1,1,339,797,1,1,4,3,1,1,3,2,1,2,1,2,1,
7944,8/27/2018 10:09,10.1.804.1,17,7,10,13,6,2,1,1,2,2,1,367,866,1,8,5,4,1,1,7,6,2,2,3,2,1,
9127,8/27/2018 10:09,10.1.805.1,8,7,1,9,7,5,2,2,2,2,2,46,608,1,2,3,7,1,2,6,7,1,2,4,2,5,
6646,8/27/2018 10:09,10.1.806.1,16,17,12,10,10,1,2,1,1,2,1,664,322,2,4,5,3,1,1,8,5,2,1,1,1,2,
7555,8/27/2018 10:09,10.1.807.1,14,15,11,14,6,5,1,1,2,2,2,84,361,1,6,2,5,2,1,10,5,1,2,1,1,27,
8886,8/27/2018 10:09,10.1.808.1,17,8,10,16,5,2,2,1,1,2,1,262,838,1,5,5,1,1,1,8,4,2,2,4,1,6,
7906,8/27/2018 10:09,10.1.809.1,9,9,11,17,5,4,2,1,2,1,1,84,536,2,7,4,4,2,1,3,4,2,1,4,1,1,
8698,8/27/2018 10:09,10.1.810.1,14,2,4,17,4,3,1,2,1,1,2,754,473,2,8,5,1,1,1,9,6,1,2,2,2,10,
6029,8/27/2018 10:09,10.1.811.1,2,6,5,13,11,5,2,1,1,1,1,384,277,2,4,2,7,1,1,8,5,2,1,1,1,19,
32,8/27/2018 10:09,10.1.812.1,5,13,7,5,10,4,2,1,1,1,1,525,750,2,9,4,3,2,1,11,7,2,1,5,2,7,
5758,8/27/2018 10:09,10.1.813.1,12,15,7,4,13,4,2,1,2,1,1,114,318,1,2,1,1,1,2,5,1,1,2,3,1,9,
4997,8/27/2018 10:09,10.1.814.1,1,8,10,7,3,4,1,1,1,1,2,549,133,2,1,5,1,2,2,10,4,1,1,4,1,18,
4408,8/27/2018 10:09,10.1.815.1,2,11,5,11,15,3,1,1,1,2,2,571,88,1,6,5,7,2,2,10,2,1,2,3,1,6,
7765,8/27/2018 10:09,10.1.816.1,9,16,12,4,14,5,1,1,1,1,1,472,363,1,5,4,4,1,2,1,2,1,2,1,2,21,
3349,8/27/2018 10:09,10.1.817.1,10,13,10,12,7,1,2,2,1,1,2,157,176,2,8,5,6,1,1,2,6,2,1,2,2,5,
885,8/27/2018 10:09,10.1.818.1,4,4,1,17,10,3,1,2,1,2,1,254,583,1,9,4,5,1,2,8,7,1,1,1,1,8,
7340,8/27/2018 10:09,10.1.819.1,4,5,6,4,15,5,2,2,1,2,2,358,267,2,5,4,3,1,2,10,4,2,2,5,1,18,
6469,8/27/2018 10:09,10.1.820.1,11,6,2,12,3,4,1,2,1,1,1,134,957,1,4,4,6,1,2,8,4,2,1,5,1,7,
4883,8/27/2018 10:09,10.1.821.1,7,3,10,2,6,2,1,1,1,1,1,53,754,2,4,3,4,1,1,1,6,2,1,3,1,10,
6302,8/27/2018 10:09,10.1.822.1,1,12,4,8,11,2,1,2,1,2,1,853,421,2,3,1,1,2,1,2,5,1,2,1,2,20,
2925,8/27/2018 10:09,10.1.823.1,12,8,13,5,13,1,2,2,1,2,1,473,321,1,6,3,3,1,1,10,1,2,2,3,1,18,
5448,8/27/2018 10:09,10.1.824.1,1,10,12,11,1,2,1,2,1,1,1,393,983,2,1,5,5,1,2,11,5,1,1,5,1,3,
5893,8/27/2018 10:09,10.1.825.1,12,11,10,2,7,5,2,2,1,2,1,237,30,1,1,3,6,2,1,7,5,1,2,1,2,5,
718,8/27/2018 10:09,10.1.826.1,11,2,6,13,2,2,2,2,2,1,2,617,980,1,9,3,1,1,1,3,1,2,1,2,2,1,
3985,8/27/2018 10:09,10.1.827.1,14,10,7,5,5,3,2,1,1,1,1,793,288,1,6,4,7,1,1,4,1,2,1,4,1,3,
9930,8/27/2018 10:09,10.1.828.1,1,13,3,3,13,1,2,2,2,2,2,85,172,1,3,1,5,1,2,8,4,1,2,4,1,4,
4755,8/27/2018 10:09,10.1.829.1,5,7,9,5,5,2,2,2,1,2,1,209,123,2,8,4,3,2,2,9,6,2,2,4,2,17,
1383,8/27/2018 10:09,10.1.830.1,14,5,11,17,3,1,2,1,1,1,2,396,852,2,1,3,7,2,1,2,1,1,1,1,2,14,
2194,8/27/2018 10:09,10.1.831.1,10,5,13,15,6,1,2,2,1,1,2,141,988,2,1,3,6,2,2,1,5,1,1,1,1,2,
2397,8/27/2018 10:09,10.1.832.1,7,15,4,10,7,4,1,1,1,1,1,145,343,1,9,1,3,1,2,7,4,1,2,5,2,6,
2904,8/27/2018 10:09,10.1.833.1,11,7,13,9,5,3,2,1,1,2,2,903,214,1,9,1,4,2,2,8,7,2,1,2,1,10,
4571,8/27/2018 10:09,10.1.834.1,13,6,3,10,9,3,1,1,2,2,1,199,844,2,9,3,3,1,1,11,7,2,2,1,1,9,
6233,8/27/2018 10:09,10.1.835.1,2,17,2,12,14,5,1,2,1,2,2,212,847,2,2,3,4,1,2,11,2,2,2,2,1,19,
7566,8/27/2018 10:09,10.1.836.1,1,2,11,7,9,1,1,2,1,1,2,991,183,1,5,2,4,1,2,7,1,1,2,3,1,19,
9755,8/27/2018 10:09,10.1.837.1,6,16,4,2,2,5,2,1,2,1,1,377,438,2,6,5,6,2,2,3,6,1,2,5,1,13,
1938,8/27/2018 10:09,10.1.838.1,13,2,6,13,7,1,2,1,1,2,1,572,403,1,6,4,2,2,2,2,7,2,1,4,2,4,
8903,8/27/2018 10:09,10.1.839.1,10,8,5,15,7,4,1,1,2,1,2,222,574,2,4,3,1,1,1,11,7,1,1,1,1,19,
1247,8/27/2018 10:09,10.1.840.1,4,13,4,6,10,1,1,1,2,1,1,198,497,2,1,2,3,1,1,8,2,2,2,3,2,1,
3249,8/27/2018 10:09,10.1.841.1,6,12,2,17,14,4,1,1,1,2,2,374,782,2,2,2,1,1,1,6,7,2,2,1,1,23,
618,8/27/2018 10:09,10.1.842.1,8,13,5,8,6,3,1,2,1,2,2,342,781,2,6,2,6,1,2,8,3,2,2,5,2,24,
3940,8/27/2018 10:09,10.1.843.1,2,11,3,12,10,4,2,2,1,2,1,733,650,2,8,2,4,1,1,8,7,2,2,2,2,7,
7873,8/27/2018 10:09,10.1.844.1,13,13,6,9,8,3,1,1,2,2,1,324,780,1,4,1,4,1,2,9,5,1,2,5,1,20,
207,8/27/2018 10:09,10.1.845.1,3,6,8,5,12,1,2,2,2,2,1,503,213,2,9,1,7,2,1,6,2,1,1,5,2,3,
2884,8/27/2018 10:09,10.1.846.1,1,17,8,2,6,4,1,1,2,1,2,680,438,2,1,5,6,2,2,6,3,1,2,1,2,20,
4456,8/27/2018 10:09,10.1.847.1,9,4,3,1,13,2,1,1,1,1,2,980,853,2,3,5,2,2,2,7,2,1,1,5,2,17,
3892,8/27/2018 10:09,10.1.848.1,14,12,6,6,13,1,1,1,1,1,2,118,930,2,3,3,5,2,1,2,5,1,2,1,1,3,
6352,8/27/2018 10:09,10.1.849.1,14,10,11,5,8,2,1,2,2,2,1,433,436,2,4,1,1,1,2,4,3,1,1,4,1,18,
403,8/27/2018 10:09,10.1.850.1,7,6,3,5,4,2,1,1,2,2,1,215,624,1,4,1,7,2,1,4,4,1,2,4,1,17,
9953,8/27/2018 10:09,10.1.851.1,1,2,13,4,5,2,2,1,2,1,1,563,811,2,4,5,3,2,2,8,7,1,1,4,1,1,
1007,8/27/2018 10:09,10.1.852.1,14,3,10,2,10,2,2,2,2,1,2,195,348,1,2,2,4,2,2,11,3,2,2,1,2,15,
45,8/27/2018 10:09,10.1.853.1,3,10,8,5,17,1,1,2,1,1,2,154,646,1,4,5,4,2,2,6,3,1,2,5,1,1,
2548,8/27/2018 10:09,10.1.854.1,12,13,11,9,6,5,2,1,2,1,1,337,38,2,4,5,6,1,2,10,6,2,1,1,1,26,
7816,8/27/2018 10:09,10.1.855.1,2,12,11,4,4,4,1,2,1,2,2,529,921,1,3,1,5,2,1,7,2,2,1,5,2,8,
245,8/27/2018 10:09,10.1.856.1,6,6,8,1,12,2,2,1,2,1,2,303,69,2,9,1,1,1,1,5,1,1,1,5,2,4,
4638,8/27/2018 10:09,10.1.857.1,14,8,10,1,8,5,1,2,2,1,1,583,947,1,9,1,5,1,2,11,6,1,2,1,1,6,
9060,8/27/2018 10:09,10.1.858.1,9,7,3,13,12,1,1,1,2,2,2,693,583,1,1,2,4,1,2,8,1,2,1,1,2,26,
2848,8/27/2018 10:09,10.1.859.1,9,10,10,1,12,1,2,2,2,2,2,381,146,2,5,2,6,2,1,10,1,2,1,1,1,8,
7697,8/27/2018 10:09,10.1.860.1,7,1,9,1,12,4,1,2,1,2,2,846,59,1,2,5,7,2,2,8,7,2,1,5,2,28,
8370,8/27/2018 10:09,10.1.861.1,1,6,7,6,7,2,2,2,1,1,1,996,594,2,7,2,4,1,1,7,3,2,1,2,2,9,
5301,8/27/2018 10:09,10.1.862.1,1,9,9,1,9,5,1,2,1,2,1,143,218,1,2,4,5,2,2,3,5,2,2,2,2,12,
8300,8/27/2018 10:09,10.1.863.1,11,1,9,9,10,1,1,1,1,1,2,775,291,1,2,5,1,2,1,9,7,2,1,1,1,18,
2514,8/27/2018 10:09,10.1.864.1,17,11,8,6,13,1,2,2,2,1,2,656,543,2,6,3,4,1,1,11,3,1,2,3,2,16,
7596,8/27/2018 10:09,10.1.865.1,16,14,9,16,8,3,2,1,1,1,1,809,136,2,4,1,5,1,2,2,7,2,1,4,2,2,
272,8/27/2018 10:09,10.1.866.1,3,3,6,13,14,2,1,2,1,2,1,631,311,1,3,3,4,1,1,1,5,2,1,3,1,11,
7027,8/27/2018 10:09,10.1.867.1,4,7,9,10,17,3,1,1,2,2,1,822,373,1,4,4,5,1,1,2,6,1,2,1,2,15,
9217,8/27/2018 10:09,10.1.868.1,11,4,10,8,7,2,2,1,1,1,1,705,776,1,3,2,6,2,2,8,7,1,2,4,1,16,
9201,8/27/2018 10:09,10.1.869.1,3,2,13,2,5,5,1,1,2,1,2,856,395,2,7,4,7,1,1,6,3,2,2,3,2,9,
5168,8/27/2018 10:09,10.1.870.1,12,14,9,17,15,1,1,2,1,1,1,970,865,1,8,5,7,2,1,5,5,1,2,5,2,12,
2360,8/27/2018 10:09,10.1.871.1,1,1,6,5,2,2,2,2,2,2,2,287,112,1,3,1,2,2,2,1,1,2,2,5,2,4,
3196,8/27/2018 10:09,10.1.872.1,16,4,7,7,7,2,1,2,1,2,1,637,743,1,6,4,4,1,1,8,3,1,1,3,2,3,
1064,8/27/2018 10:09,10.1.873.1,7,10,5,14,13,3,1,1,2,1,2,238,402,2,8,5,4,2,1,8,6,2,1,3,2,25,
340,8/27/2018 10:09,10.1.874.1,14,10,1,16,17,3,1,2,2,2,1,530,832,2,9,5,7,1,2,8,6,2,1,2,1,2,
5108,8/27/2018 10:09,10.1.875.1,5,7,10,16,16,5,1,2,1,2,1,535,738,1,4,4,7,2,1,2,6,1,1,3,1,3,
4937,8/27/2018 10:09,10.1.876.1,5,4,12,12,4,1,1,2,2,2,2,711,301,2,7,5,1,2,1,7,5,2,2,3,2,27,
9146,8/27/2018 10:09,10.1.877.1,14,17,2,9,16,4,1,2,2,1,1,15,290,2,8,3,3,2,1,3,7,1,1,5,2,14,
2308,8/27/2018 10:09,10.1.878.1,17,2,10,11,13,1,1,2,1,1,2,756,665,1,9,1,5,1,2,2,3,2,2,3,1,14,
2578,8/27/2018 10:09,10.1.879.1,12,1,1,8,10,5,1,2,2,2,2,256,590,1,7,1,2,2,2,11,3,1,2,3,2,14,
9822,8/27/2018 10:09,10.1.880.1,10,11,12,9,16,4,1,2,1,1,2,556,2,1,2,1,5,2,1,1,2,2,2,3,1,4,
3863,8/27/2018 10:09,10.1.881.1,13,10,2,3,11,5,1,1,1,1,1,301,904,1,2,3,4,1,2,6,3,1,2,5,1,5,
9772,8/27/2018 10:09,10.1.882.1,2,11,3,4,9,3,2,2,2,1,2,743,702,2,2,4,6,2,1,7,3,2,2,5,2,22,
3720,8/27/2018 10:09,10.1.883.1,14,15,10,7,9,2,1,2,2,2,2,676,359,2,7,2,5,1,2,10,1,1,1,3,2,25,
410,8/27/2018 10:09,10.1.884.1,11,16,8,11,6,3,1,1,1,2,2,904,265,2,6,3,3,1,1,2,7,2,2,1,1,26,
9793,8/27/2018 10:09,10.1.885.1,16,4,12,2,11,5,2,2,1,1,2,770,627,1,4,4,4,1,2,11,3,1,2,2,2,13,
2244,8/27/2018 10:09,10.1.886.1,9,17,9,13,2,3,1,1,1,1,1,323,11,2,3,2,7,1,2,3,3,1,1,3,1,15,
1510,8/27/2018 10:09,10.1.887.1,2,3,12,1,1,2,1,1,1,1,1,218,672,2,2,5,5,1,1,9,6,1,2,2,2,4,
820,8/27/2018 10:09,10.1.888.1,2,16,6,4,5,3,2,2,1,1,1,76,154,2,7,4,4,2,1,9,6,1,2,5,1,9,
7511,8/27/2018 10:09,10.1.889.1,14,6,5,3,9,3,1,2,1,2,2,852,879,1,8,4,1,1,2,4,2,1,1,4,1,25,
8747,8/27/2018 10:09,10.1.890.1,6,3,6,13,17,1,2,1,1,2,1,485,226,2,1,2,6,2,2,5,7,1,2,1,2,8,
1866,8/27/2018 10:09,10.1.891.1,10,8,11,12,13,1,1,2,1,2,2,279,622,2,2,4,3,1,2,11,3,1,2,1,1,3,
13,8/27/2018 10:09,10.1.892.1,5,3,11,2,14,1,2,1,1,1,2,290,413,2,9,2,5,2,1,5,1,2,2,4,1,2,
5112,8/27/2018 10:09,10.1.893.1,7,17,9,13,5,3,2,1,1,2,1,672,667,1,3,2,7,1,2,8,4,2,2,5,1,28,
999,8/27/2018 10:09,10.1.894.1,7,6,7,14,17,3,2,2,1,1,2,79,141,1,7,1,2,1,1,11,4,2,2,2,1,14,
4202,8/27/2018 10:09,10.1.895.1,13,7,6,14,10,5,2,2,2,1,1,461,760,1,4,3,4,1,1,8,5,1,2,4,2,18,
2223,8/27/2018 10:09,10.1.896.1,4,10,9,16,17,3,2,1,2,1,1,421,566,2,6,1,5,2,1,8,4,2,2,1,1,11,
1233,8/27/2018 10:09,10.1.897.1,10,9,12,17,13,1,1,2,1,2,2,237,926,1,9,3,5,2,1,2,2,1,2,5,1,27,
6510,8/27/2018 10:09,10.1.898.1,17,9,1,14,9,4,2,2,1,1,1,204,795,2,7,4,4,2,1,5,7,2,1,4,2,26,
229,8/27/2018 10:09,10.1.899.1,4,15,1,1,1,3,2,2,1,2,2,295,788,2,8,3,6,1,1,5,1,2,2,2,1,10,
7621,8/27/2018 10:09,10.1.900.1,15,6,7,12,8,3,2,2,1,2,1,441,836,2,2,2,2,2,2,10,1,1,2,4,1,20,
4930,8/27/2018 10:09,10.1.901.1,3,7,6,14,8,5,2,2,1,1,1,983,0,1,1,1,3,1,2,11,4,1,2,5,2,8,
5606,8/27/2018 10:09,10.1.902.1,11,12,6,17,2,3,2,1,2,2,1,351,621,1,4,3,6,2,2,11,3,1,2,4,1,24,
1380,8/27/2018 10:09,10.1.903.1,15,8,12,1,14,3,1,2,2,2,1,774,371,2,3,5,2,2,2,10,4,1,2,4,1,17,
9598,8/27/2018 10:09,10.1.904.1,3,2,3,16,17,1,2,1,2,1,1,503,86,2,5,2,4,2,2,11,6,1,1,4,2,15,
2341,8/27/2018 10:09,10.1.905.1,8,3,3,14,8,2,2,1,1,2,2,620,200,2,6,4,3,2,1,2,4,1,2,3,2,25,
3557,8/27/2018 10:09,10.1.906.1,8,6,1,4,3,2,2,1,1,1,1,103,357,2,2,3,2,1,1,10,7,1,1,5,2,4,
2666,8/27/2018 10:09,10.1.907.1,9,7,10,7,6,4,1,1,1,2,2,84,439,1,9,3,1,2,1,4,5,2,1,1,2,20,
1590,8/27/2018 10:09,10.1.908.1,8,16,10,12,14,5,1,1,1,1,1,874,834,2,7,5,2,2,1,3,6,1,1,4,2,28,
9496,8/27/2018 10:09,10.1.909.1,16,3,11,8,11,2,1,2,1,1,1,612,874,2,8,5,6,1,1,2,4,2,1,4,1,6,
4401,8/27/2018 10:09,10.1.910.1,10,9,6,8,4,2,2,1,1,1,1,730,863,1,6,4,4,1,1,2,7,1,1,1,1,3,
2033,8/27/2018 10:09,10.1.911.1,4,14,3,10,9,1,2,2,2,1,2,872,269,2,4,1,4,1,1,8,6,2,2,2,1,2,
9399,8/27/2018 10:09,10.1.912.1,17,9,8,14,1,3,2,2,2,1,2,382,947,2,4,5,3,2,2,2,2,2,1,2,2,9,
6123,8/27/2018 10:09,10.1.913.1,14,3,8,13,8,3,2,1,2,1,1,852,486,2,1,1,7,1,2,4,5,1,2,3,1,14,
1070,8/27/2018 10:09,10.1.914.1,15,16,11,2,6,2,2,2,2,1,2,634,660,2,4,5,2,2,2,7,4,1,1,3,2,5,
5063,8/27/2018 10:09,10.1.915.1,6,2,13,2,11,5,2,1,1,1,2,124,58,1,5,5,1,1,1,6,7,2,1,3,2,4,
5661,8/27/2018 10:09,10.1.916.1,12,15,11,12,11,4,1,2,2,1,2,314,416,1,3,1,6,1,1,3,4,1,2,4,2,23,
7886,8/27/2018 10:09,10.1.917.1,4,7,7,2,8,4,1,1,1,2,2,110,998,2,5,4,4,1,2,9,2,1,1,1,1,26,
1033,8/27/2018 10:09,10.1.918.1,9,15,13,11,5,3,2,1,2,2,1,381,949,2,1,1,2,1,1,6,5,1,1,4,2,15,
1936,8/27/2018 10:09,10.1.919.1,6,15,5,14,15,4,1,1,1,2,2,306,860,2,1,4,5,2,1,5,5,2,1,4,2,17,
4570,8/27/2018 10:09,10.1.920.1,10,15,5,4,3,4,2,1,2,1,2,77,106,2,3,5,4,1,2,3,3,1,2,3,1,21,
4680,8/27/2018 10:09,10.1.921.1,17,5,9,16,11,1,2,1,2,1,2,473,285,1,8,1,1,1,2,1,7,2,2,4,2,3,
504,8/27/2018 10:09,10.1.922.1,10,14,9,6,8,2,2,1,2,1,2,489,929,2,4,3,1,2,1,5,6,1,2,2,2,2,
3833,8/27/2018 10:09,10.1.923.1,16,3,9,6,1,1,2,2,2,2,1,363,57,2,2,4,3,2,1,1,4,2,1,2,2,20,
3220,8/27/2018 10:09,10.1.924.1,10,16,5,2,12,5,2,1,2,1,1,965,641,2,9,3,4,2,2,8,3,2,1,3,1,13,
4605,8/27/2018 10:09,10.1.925.1,13,5,12,10,1,3,2,2,1,2,1,869,6,1,8,3,4,1,1,2,7,1,2,3,1,18,
8933,8/27/2018 10:09,10.1.926.1,2,3,11,7,14,4,2,2,2,1,1,274,814,1,5,4,3,2,2,7,2,2,1,4,2,20,
8073,8/27/2018 10:09,10.1.927.1,8,12,11,5,4,2,1,2,2,1,2,123,269,2,4,3,3,1,1,5,4,2,1,2,2,3,
3805,8/27/2018 10:09,10.1.928.1,7,16,12,6,17,1,2,2,2,1,1,798,623,2,4,4,3,2,2,6,1,1,1,2,1,15,
3306,8/27/2018 10:09,10.1.929.1,15,2,6,17,7,3,2,1,1,2,1,462,692,1,2,3,3,2,1,8,6,1,2,1,1,21,
1317,8/27/2018 10:09,10.1.930.1,7,17,5,1,4,3,1,2,2,1,2,599,380,1,9,1,6,2,1,9,2,1,1,2,1,23,
4650,8/27/2018 10:09,10.1.931.1,7,2,1,15,11,1,2,2,2,2,2,302,857,2,8,3,5,1,1,5,2,2,2,5,1,27,
4190,8/27/2018 10:09,10.1.932.1,2,1,6,5,16,2,1,2,2,2,1,343,794,1,8,1,5,1,2,3,2,1,1,1,2,7,
2998,8/27/2018 10:09,10.1.933.1,14,8,9,16,17,1,1,1,1,1,2,502,923,2,8,1,3,2,2,3,3,1,1,2,2,20,
2502,8/27/2018 10:09,10.1.934.1,4,8,12,13,8,2,2,2,1,2,1,659,932,1,1,3,4,1,1,10,3,1,2,5,1,19,
3616,8/27/2018 10:09,10.1.935.1,13,15,7,11,17,4,2,1,1,2,1,357,896,1,8,5,1,2,2,4,1,1,2,2,1,9,
4407,8/27/2018 10:09,10.1.936.1,3,14,3,12,13,4,1,1,2,1,1,34,890,1,6,3,7,1,2,1,2,2,2,3,1,3,
8619,8/27/2018 10:09,10.1.937.1,11,10,1,6,5,1,2,2,2,2,2,99,534,1,2,3,6,2,1,8,1,2,2,5,2,14,
5038,8/27/2018 10:09,10.1.938.1,9,12,11,16,13,5,1,2,2,1,1,699,515,1,9,2,3,2,1,8,3,2,2,1,2,20,
9220,8/27/2018 10:09,10.1.939.1,12,3,12,3,7,3,2,1,2,1,2,402,293,2,8,1,6,1,2,11,7,2,2,1,1,14,
231,8/27/2018 10:09,10.1.940.1,15,2,11,17,14,1,2,1,2,1,2,15,716,1,7,1,5,2,1,6,6,1,1,2,2,22,
8841,8/27/2018 10:09,10.1.941.1,14,3,1,10,8,5,2,2,1,2,2,166,418,1,2,5,2,2,1,4,1,2,2,1,1,6,
3949,8/27/2018 10:09,10.1.942.1,2,9,13,15,3,4,2,1,1,1,2,795,248,2,1,3,1,1,1,6,6,1,1,4,1,10,
9087,8/27/2018 10:09,10.1.943.1,16,13,10,17,5,4,1,1,1,1,2,381,260,1,3,1,3,1,1,10,6,1,1,3,1,4,
4863,8/27/2018 10:09,10.1.944.1,14,8,5,1,14,1,2,2,2,2,1,745,363,1,2,1,5,2,2,2,4,2,1,3,2,11,
1833,8/27/2018 10:09,10.1.945.1,10,10,5,11,15,3,1,2,1,1,1,667,579,1,2,2,7,2,2,2,2,1,2,5,2,17,
271,8/27/2018 10:09,10.1.946.1,3,1,2,10,6,3,1,1,1,2,2,179,371,2,1,1,5,1,2,6,5,2,2,3,2,28,
4616,8/27/2018 10:09,10.1.947.1,6,2,7,14,6,2,2,1,1,2,1,720,602,2,3,2,4,1,2,3,4,1,1,5,2,16,
5408,8/27/2018 10:09,10.1.948.1,12,2,9,15,7,3,1,1,2,2,2,248,298,1,9,2,6,1,1,5,1,2,2,1,1,17,
8243,8/27/2018 10:09,10.1.949.1,9,5,3,12,4,5,2,1,1,2,1,556,438,1,8,3,5,1,1,5,5,2,2,1,1,18,
3704,8/27/2018 10:09,10.1.950.1,9,14,4,16,4,2,2,2,1,2,1,182,613,2,9,2,2,1,2,10,6,2,1,3,1,1,
7037,8/27/2018 10:09,10.1.951.1,9,5,10,2,15,3,2,2,1,1,2,41,635,1,6,5,3,1,1,9,1,2,1,1,2,7,
9893,8/27/2018 10:09,10.1.952.1,11,16,12,15,9,3,2,2,2,1,2,273,26,1,8,3,5,1,1,8,4,1,1,2,2,15,
4228,8/27/2018 10:09,10.1.953.1,16,15,5,12,8,1,1,1,2,2,2,107,819,1,9,4,5,2,1,10,6,1,2,5,1,4,
3081,8/27/2018 10:09,10.1.954.1,8,11,8,5,9,3,1,1,1,2,2,688,719,1,4,4,3,1,2,10,2,2,2,5,1,6,
4396,8/27/2018 10:09,10.1.955.1,10,2,4,1,2,3,2,1,1,2,2,277,711,1,1,1,3,2,2,5,6,1,1,5,2,24,
3261,8/27/2018 10:09,10.1.956.1,14,4,5,13,12,5,2,1,1,2,2,40,941,1,1,4,7,1,1,5,2,1,2,5,1,20,
8601,8/27/2018 10:09,10.1.957.1,1,11,6,14,11,1,1,2,2,1,1,217,689,1,5,5,2,2,2,10,4,2,2,4,2,26,
4255,8/27/2018 10:09,10.1.958.1,8,12,5,3,6,2,2,2,1,1,1,929,240,1,3,2,5,2,2,10,5,1,2,5,1,26,
2766,8/27/2018 10:09,10.1.959.1,15,12,7,10,1,4,2,1,2,2,2,336,195,2,1,2,7,1,1,7,4,1,1,2,2,6,
5380,8/27/2018 10:09,10.1.960.1,14,14,2,16,11,2,1,2,2,2,1,658,974,2,8,4,1,2,1,10,4,2,2,4,1,13,
9441,8/27/2018 10:09,10.1.961.1,1,14,12,6,10,1,1,2,1,2,2,148,792,1,6,5,7,2,1,7,4,2,1,2,2,10,
3216,8/27/2018 10:09,10.1.962.1,12,1,12,17,7,1,2,1,2,2,2,832,234,1,2,3,4,2,2,10,1,2,2,1,1,28,
5365,8/27/2018 10:09,10.1.963.1,3,14,10,9,12,4,1,2,2,2,2,755,615,1,5,4,6,1,2,8,2,1,1,5,1,16,
4026,8/27/2018 10:09,10.1.964.1,12,6,13,9,4,1,1,2,2,2,1,283,237,2,3,4,3,2,2,6,1,1,1,4,2,22,
7876,8/27/2018 10:09,10.1.965.1,9,8,3,13,6,3,1,1,2,2,2,172,452,2,2,2,5,2,2,11,4,2,1,5,2,9,
9647,8/27/2018 10:09,10.1.966.1,3,2,3,6,15,2,2,2,1,1,2,981,78,2,1,5,4,2,1,2,1,1,1,5,2,21,
2435,8/27/2018 10:09,10.1.967.1,10,12,3,4,16,2,1,2,1,2,2,826,159,2,4,1,3,1,1,10,5,1,2,1,1,6,
2814,8/27/2018 10:09,10.1.968.1,1,7,7,15,2,2,1,2,2,2,1,408,445,2,7,5,4,2,1,3,6,2,2,3,2,26,
3867,8/27/2018 10:09,10.1.969.1,2,16,11,17,1,2,1,1,1,1,2,203,204,2,5,2,4,2,2,4,1,1,1,5,1,10,
5302,8/27/2018 10:09,10.1.970.1,5,14,6,8,4,1,2,2,1,1,1,648,85,2,8,3,6,2,2,5,2,2,2,2,2,18,
2742,8/27/2018 10:09,10.1.971.1,8,5,12,13,15,2,1,2,2,2,1,748,750,2,6,1,1,1,1,3,4,1,1,1,1,10,
9123,8/27/2018 10:09,10.1.972.1,17,8,1,9,2,3,2,1,1,2,1,575,657,2,9,1,6,2,2,9,1,2,1,5,1,3,
5837,8/27/2018 10:09,10.1.973.1,3,9,9,14,1,1,1,1,1,1,2,930,771,1,9,4,5,1,2,9,4,1,2,5,2,20,
5306,8/27/2018 10:09,10.1.974.1,10,1,7,7,1,5,2,1,1,2,1,849,797,2,5,1,7,1,2,1,1,2,1,2,2,28,
949,8/27/2018 10:09,10.1.975.1,17,9,11,10,16,3,1,2,1,2,1,876,192,2,8,3,1,1,2,4,5,2,1,2,2,27,
7549,8/27/2018 10:09,10.1.976.1,8,17,9,15,6,3,1,2,1,1,2,491,122,1,4,3,5,2,1,5,5,1,1,2,2,8,
778,8/27/2018 10:09,10.1.977.1,14,3,10,16,13,4,2,1,1,2,1,999,765,2,5,1,6,1,1,5,7,2,2,1,2,14,
8324,8/27/2018 10:09,10.1.978.1,12,12,4,13,8,1,2,1,2,1,2,1,622,2,4,5,4,1,2,7,6,1,2,5,1,28,
8472,8/27/2018 10:09,10.1.979.1,14,11,13,8,14,5,1,1,1,2,1,294,616,2,1,4,3,1,1,1,6,2,2,3,1,8,
1709,8/27/2018 10:09,10.1.980.1,3,7,13,16,3,1,2,2,1,1,1,306,148,2,7,2,1,1,2,2,6,2,1,5,2,5,
6255,8/27/2018 10:09,10.1.981.1,6,14,4,17,14,4,2,2,1,1,1,425,16,1,4,5,7,1,1,4,4,2,1,4,1,1,
9249,8/27/2018 10:09,10.1.982.1,4,12,5,11,16,2,2,2,1,1,2,562,921,1,6,2,4,2,1,10,1,1,1,2,2,24,
5072,8/27/2018 10:09,10.1.983.1,5,14,6,14,12,3,2,2,1,2,1,307,890,1,2,4,3,2,1,3,6,1,1,3,2,7,
6441,8/27/2018 10:09,10.1.984.1,7,17,11,1,7,3,2,1,2,1,1,81,401,1,5,5,1,2,1,3,3,1,1,4,2,11,
